,time,HR
1222,22:07:00,127.0
1223,22:08:00,120.0
1224,22:09:00,118.0
1225,22:10:00,123.0
1226,22:11:00,116.0
1227,22:12:00,123.0
1228,22:13:00,121.0
1229,22:14:00,123.0
1230,22:15:00,119.0
1231,22:16:00,113.0
1232,22:17:00,118.0
1233,22:18:00,114.0
1234,22:19:00,115.0
1235,22:20:00,121.0
1236,22:21:00,120.0
1237,22:22:00,107.0
1238,22:23:00,106.0
1239,22:24:00,109.0
1240,22:25:00,103.0
1241,22:26:00,102.0
1242,22:27:00,107.0
1243,22:28:00,110.0
1244,22:29:00,108.0
1245,22:30:00,113.0
1246,22:31:00,116.0
1247,22:32:00,109.0
1248,22:33:00,101.0
1249,22:34:00,96.0
1250,22:35:00,89.0
1251,22:36:00,90.0
1252,22:37:00,89.0
1253,22:38:00,90.0
1254,22:39:00,88.0
1255,22:40:00,90.0
1256,22:41:00,88.0
1257,22:42:00,88.0
1258,22:43:00,86.0
1259,22:44:00,85.0
1260,22:45:00,84.0
1261,22:46:00,83.0
1262,22:47:00,90.0
1263,22:48:00,87.0
1264,22:49:00,86.0
1265,22:50:00,90.0
1266,22:51:00,81.0
1267,22:52:00,80.0
1268,22:53:00,86.0
1269,22:54:00,85.0
1270,22:55:00,88.0
1271,22:56:00,85.0
1272,22:57:00,90.0
1273,22:58:00,92.0
1274,22:59:00,80.0
1275,23:00:00,95.0
1276,23:01:00,103.0
1277,23:02:00,89.0
1278,23:03:00,98.0
1279,23:04:00,105.0
1280,23:05:00,136.0
1281,23:06:00,144.0
1282,23:07:00,153.0
1283,23:08:00,146.0
1284,23:09:00,133.0
1285,23:10:00,132.0
1286,23:11:00,115.0
1287,23:12:00,116.0
1288,23:13:00,116.0
1289,23:14:00,115.0
1290,23:15:00,114.0
1291,23:16:00,113.0
1292,23:17:00,110.0
1293,23:18:00,109.0
1294,23:19:00,108.0
1295,23:20:00,109.0
1296,23:21:00,108.0
1297,23:22:00,110.0
1298,23:23:00,112.0
1299,23:24:00,113.0
1300,23:25:00,110.0
1301,23:26:00,112.0
1302,23:27:00,107.0
1303,23:28:00,106.0
1304,23:29:00,104.0
1305,23:30:00,105.0
1306,23:31:00,106.0
1307,23:32:00,108.0
1308,23:33:00,109.0
1309,23:34:00,107.0
1310,23:35:00,117.0
1311,23:36:00,124.0
1312,23:37:00,131.0
1313,23:38:00,137.0
1314,23:39:00,140.0
1315,23:40:00,140.0
1316,23:41:00,136.0
1317,23:42:00,121.0
1318,23:43:00,106.0
1319,23:44:00,82.0
1320,23:45:00,77.0
1321,23:46:00,91.0
1322,23:47:00,98.0
1323,23:48:00,103.0
1324,23:49:00,100.0
1325,23:50:00,103.0
1326,23:51:00,103.0
1327,23:52:00,105.0
1328,23:53:00,108.0
1329,23:54:00,107.0
1330,23:55:00,108.0
1331,23:56:00,105.0
1332,23:57:00,106.0
1333,23:58:00,106.0
1334,23:59:00,107.0
